workflow,quality_level,query_id,budget_factor,baseline_aggregation,budget_baseline,baseline_p95_selected,baseline_p95_min,baseline_p95_max,sla_sec_old,sla_sec_new,p95_single_cloud,p95_greedy,p95_dpgm,p95_mtgp
workflow1,Q1,workflow1_Q1_q0107,1.0,min,mtgp,4980.995311619915,4980.995311619915,5418.010626605069,6651.36612684035,4980.995311619915,5328.619738025802,5418.010626605069,5022.82304443513,4980.995311619915
workflow1,Q1,workflow1_Q1_q0108,1.0,min,mtgp,6084.616541121323,6084.616541121323,6586.855556646395,7887.358263145105,6084.616541121323,6586.855556646395,6546.975829261309,6128.772511980328,6084.616541121323
workflow1,Q1,workflow1_Q1_q0109,1.0,min,mtgp,4121.754818510235,4121.754818510235,4464.5456688880295,5675.4247717272565,4121.754818510235,4400.077245981742,4464.5456688880295,4154.731293546155,4121.754818510235
workflow1,Q1,workflow1_Q1_q0110,1.0,min,mtgp,4850.9857838845755,4850.9857838845755,5255.78896277507,6491.215337496969,4850.9857838845755,5190.813569892468,5255.78896277507,4888.8328571565135,4850.9857838845755
workflow1,Q1,workflow1_Q1_q0111,1.0,min,mtgp,2317.13166176463,2317.13166176463,2497.784904482127,3684.1630106736034,2317.13166176463,2461.4793884402584,2497.784904482127,2335.3871252796084,2317.13166176463
workflow1,Q1,workflow1_Q1_q0112,1.0,min,mtgp,5588.678420259685,5588.678420259685,6067.400137442372,7321.5001275303875,5588.678420259685,6000.87764700944,6067.400137442372,5629.698878033534,5588.678420259685
workflow1,Q1,workflow1_Q1_q0113,1.0,min,mtgp,1669.8754295627534,1669.8754295627534,1818.4813553127065,2985.978197229599,1669.8754295627534,1778.6884287402181,1818.4813553127065,1681.9373057727869,1669.8754295627534
workflow1,Q1,workflow1_Q1_q0114,1.0,min,mtgp,5292.258158353943,5292.258158353943,5771.445866895596,6995.046364840213,5292.258158353943,5700.694534643917,5771.445866895596,5333.197794222312,5292.258158353943
workflow1,Q1,workflow1_Q1_q0115,1.0,min,mtgp,6511.552917910915,6511.552917910915,7049.809277959041,8345.97465430943,6511.552917910915,6969.848980955518,7049.809277959041,6559.5089431764445,6511.552917910915
workflow1,Q1,workflow1_Q1_q0116,1.0,min,mtgp,1163.2605296043773,1163.2605296043773,1264.454381306147,2413.5813013091706,1163.2605296043773,1228.6852502382842,1264.454381306147,1169.9161001004877,1163.2605296043773
workflow1,Q1,workflow1_Q1_q0117,1.0,min,mtgp,4705.039840661697,4705.039840661697,5112.64617404688,6340.279847492311,4705.039840661697,5029.213569395517,5112.64617404688,4740.580038258735,4705.039840661697
workflow1,Q1,workflow1_Q1_q0118,1.0,min,mtgp,895.5365752728616,895.5365752728616,973.2021081322011,2112.2695820881277,895.5365752728616,945.3560200039453,973.2021081322011,901.1095586250627,895.5365752728616
workflow1,Q1,workflow1_Q1_q0119,1.0,min,mtgp,5521.668989531952,5521.668989531952,6025.278077455675,7246.776645385959,5521.668989531952,5970.772569938393,6025.278077455675,5561.071305738519,5521.668989531952
workflow1,Q1,workflow1_Q1_q0120,1.0,min,mtgp,818.3194065396536,818.3194065396536,888.9896272038046,2025.9437876611016,818.3194065396536,857.6408706612791,888.9896272038046,824.4019003176813,818.3194065396536
